pos_mean,neg_mean
23.8125,20.5625
23.546875,20.46875
23.609375,20.59375
23.703125,20.640625
23.59375,20.453125
23.6875,20.453125
23.4375,20.3125
23.8125,20.578125
23.859375,20.65625
23.84375,20.609375
23.546875,20.390625
23.515625,20.421875
23.375,20.375
24.125,20.796875
24.078125,20.796875
23.75,20.53125
23.578125,20.3125
23.609375,20.453125
23.828125,20.546875
23.6875,20.421875
23.734375,20.46875
23.625,20.46875
23.84375,20.5625
23.25,20.0625
23.609375,20.46875
23.75,20.53125
23.65625,20.515625
24.0,20.734375
23.8125,20.609375
23.6875,20.5
24.109375,20.75
23.640625,20.515625
23.5,20.328125
23.78125,20.53125
23.546875,20.359375
23.3125,20.140625
23.453125,20.296875
23.265625,20.15625
23.703125,20.578125
23.265625,20.09375
23.640625,20.4375
23.78125,20.53125
23.5,20.390625
23.8125,20.546875
23.625,20.3125
23.53125,20.4375
23.671875,20.515625
23.84375,20.609375
23.796875,20.59375
23.109375,20.046875
23.96875,20.65625
23.828125,20.640625
23.8125,20.46875
23.71875,20.515625
23.75,20.59375
23.703125,20.515625
23.5625,20.46875
23.359375,20.25
23.875,20.578125
23.390625,20.34375
23.75,20.546875
23.25,20.078125
23.734375,20.546875
23.859375,20.59375
24.046875,20.65625
23.84375,20.5
23.765625,20.578125
23.84375,20.578125
23.734375,20.46875
23.703125,20.5625
23.390625,20.1875
23.609375,20.390625
23.921875,20.640625
23.59375,20.5
23.75,20.484375
23.78125,20.53125
23.734375,20.5
23.84375,20.640625
23.84375,20.671875
23.65625,20.453125
24.078125,20.6875
23.515625,20.28125
23.484375,20.3125
23.8125,20.46875
23.3125,20.28125
23.46875,20.234375
23.578125,20.421875
23.5625,20.4375
23.5,20.359375
23.734375,20.5625
23.890625,20.65625
23.65625,20.515625
23.609375,20.546875
23.546875,20.296875
23.84375,20.5625
23.6875,20.421875
23.953125,20.75
23.5625,20.46875
23.8125,20.59375
23.765625,20.609375
24.125,20.71875
23.390625,20.234375
23.75,20.5625
23.796875,20.515625
23.59375,20.546875
23.484375,20.359375
23.609375,20.328125
23.890625,20.59375
23.96875,20.640625
23.796875,20.5625
23.359375,20.234375
23.5,20.375
23.5,20.3125
23.75,20.46875
23.515625,20.234375
23.515625,20.328125
23.5625,20.390625
23.59375,20.359375
23.6875,20.46875
23.171875,20.15625
23.78125,20.65625
23.359375,20.265625
23.640625,20.390625
23.71875,20.46875
23.703125,20.515625
23.46875,20.328125
23.421875,20.28125
23.78125,20.453125
23.4375,20.375
23.78125,20.421875
23.859375,20.546875
23.390625,20.28125
23.484375,20.3125
23.828125,20.5
23.578125,20.328125
23.515625,20.34375
24.21875,20.890625
23.46875,20.375
23.703125,20.703125
23.734375,20.59375
23.6875,20.5
23.5625,20.453125
23.671875,20.53125
23.890625,20.6875
23.515625,20.3125
23.296875,20.203125
23.140625,19.90625
23.6875,20.65625
23.5625,20.4375
